customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4858-O871,Female,1,No,No,26,Yes,No,No,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),114.95,2970.89,No
5374-K409,Female,1,No,No,3,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,40.06,115.96,No
1187-I769,Female,1,Yes,Yes,23,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),79.59,1852.2,No
6890-W341,Female,1,Yes,Yes,50,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,61.26,3087.87,No
2017-V221,Male,0,Yes,Yes,36,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),63.61,2295.38,No
8625-J263,Male,0,No,No,13,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),28.9,364.56,No
7642-V614,Male,0,No,No,29,Yes,No,No,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,44.09,1270.79,No
6095-W220,Female,0,Yes,No,38,No,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,35.03,1332.07,No
5833-L729,Female,1,Yes,Yes,5,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,93.59,462.91,No
4618-H236,Male,0,No,Yes,20,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.37,1769.03,No
8834-E565,Male,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),98.06,1373.27,No
7121-N818,Female,1,Yes,Yes,8,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,88.53,696.0,No
9998-P875,Female,1,No,Yes,48,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,31.19,1496.63,No
9806-Z780,Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,116.6,1520.43,No
4578-Y353,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,37.2,889.06,No
2341-Q557,Female,0,No,No,65,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,53.47,3485.02,No
9653-W470,Male,0,Yes,No,34,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.29,3036.42,No
2279-S214,Male,0,No,No,51,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),32.37,1649.57,No
2011-R617,Male,0,No,Yes,3,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Electronic check,35.39,106.79,No
4312-S649,Female,0,Yes,No,58,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),106.35,6162.89,No
3455-F435,Female,0,No,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),51.62,3720.7,No
9525-O219,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,85.14,4674.13,No
4365-W697,Female,0,No,Yes,42,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Mailed check,104.55,4414.99,No
9008-C622,Female,0,Yes,Yes,21,No,No,No,No,No,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,116.06,,No
8298-Z156,Female,0,No,Yes,10,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),39.38,393.03,No
8429-E625,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,30.6,1749.9,No
7806-O677,Male,0,Yes,Yes,25,Yes,No phone service,No,No internet service,No,No,No,No internet service,Yes,One year,Yes,Mailed check,92.69,2323.27,No
1945-R573,Male,0,No,Yes,56,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,37.16,2086.91,No
6049-X122,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.56,2916.13,No
7487-I936,Male,0,No,Yes,61,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,71.78,4386.14,No
1049-X323,Male,1,No,Yes,47,No,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,One year,No,Electronic check,74.52,3509.37,No
2196-B533,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),83.55,4503.84,No
6644-W165,Male,0,No,Yes,46,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,103.76,4777.41,No
9866-B170,Female,0,No,No,68,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,45.57,3091.31,No
8734-B393,Female,1,Yes,No,4,Yes,Yes,No,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,74.05,301.43,No
7698-F887,Male,0,No,Yes,66,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Electronic check,52.09,3447.3,No
3218-Y756,Male,0,Yes,Yes,43,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),50.28,2165.79,Yes
7887-L491,Female,1,Yes,No,62,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),20.3,1266.08,No
8348-M484,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),78.49,316.16,No
2314-V777,Male,0,No,No,65,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,115.99,7557.84,No
9835-E769,Female,0,No,Yes,62,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,94.76,5879.23,No
6697-D282,Male,0,Yes,No,2,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,42.65,76.11,No
9802-M641,Female,0,No,Yes,9,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Two year,No,Mailed check,90.22,807.12,No
3086-X328,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,48.13,2747.75,No
1056-Y123,Female,1,No,No,45,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,93.99,4242.68,No
5888-O789,Female,1,Yes,No,18,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),104.17,1879.08,No
9920-N644,Female,0,Yes,No,48,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.85,2491.06,No
7214-H353,Male,0,No,No,42,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),18.47,764.56,No
8546-L258,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,48.9,2023.86,No
5516-G996,Male,1,Yes,No,58,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),38.94,2245.24,No
2848-B928,Male,1,No,No,42,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,80.42,3362.18,No
7868-T884,Male,0,Yes,Yes,35,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,47.4,1654.3,No
1256-H311,Male,1,Yes,Yes,38,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),21.87,836.99,No
2102-D708,Female,0,No,No,67,Yes,No phone service,DSL,No,No,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),71.65,4796.55,No
1550-O712,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),106.16,4346.4,No
1797-H858,Male,0,Yes,No,50,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,63.61,3172.28,No
1724-M549,Male,0,Yes,Yes,72,No,Yes,No,No,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,56.07,4054.72,No
4839-R322,Female,0,Yes,No,45,Yes,No,No,No,No internet service,No,No,No,Yes,One year,No,Mailed check,36.19,1631.9,No
1924-E615,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,57.18,4068.74,No
5739-H935,Female,0,Yes,No,19,No,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,51.51,999.26,No
6224-S712,Male,1,Yes,No,17,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),118.24,2030.33,No
6253-H409,Male,0,Yes,Yes,65,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.31,1376.17,No
3347-V633,Female,0,No,Yes,56,Yes,Yes,DSL,Yes,No internet service,No,No,No,Yes,One year,Yes,Mailed check,42.25,2368.5,No
4621-N407,Male,0,Yes,No,41,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),25.15,1039.02,No
5508-B670,Female,0,Yes,No,42,Yes,Yes,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,104.42,4386.72,No
3869-U795,Male,0,No,Yes,6,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),60.19,354.38,No
7999-R607,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.28,6754.65,No
1768-L758,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),87.81,3525.86,No
7244-Z637,Female,0,Yes,Yes,41,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),111.52,4590.8,No
6222-W526,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),20.64,193.13,No
7688-E407,Male,0,Yes,Yes,8,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,39.09,312.48,No
7167-F872,Male,0,Yes,Yes,44,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),88.8,3901.67,No
9813-P346,Male,0,No,Yes,58,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),77.06,4470.78,No
4692-J978,Female,0,No,Yes,67,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,88.06,5913.38,No
3365-Z574,Female,1,No,No,13,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,76.09,994.69,No
1944-R522,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),76.64,1434.39,No
7824-R642,Female,0,No,Yes,49,Yes,Yes,No,No,Yes,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),111.97,5502.57,No
3196-M348,Male,0,Yes,No,30,Yes,No phone service,No,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,110.84,3331.99,No
5177-G438,Male,0,Yes,No,66,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),22.07,1445.9,No
2295-O967,Male,0,Yes,No,59,No,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,59.82,3535.3,No
7079-C648,Female,1,Yes,No,53,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),69.56,3688.76,No
4120-B374,Female,1,Yes,No,52,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,54.22,2821.48,No
7179-V719,Female,1,No,No,31,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,23.23,710.05,No
1647-C292,Female,0,No,Yes,15,No,No phone service,No,Yes,No,No,Yes,No internet service,No internet service,One year,No,Mailed check,65.72,983.19,No
4555-P313,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),116.31,2310.08,No
6455-J115,Female,0,Yes,No,5,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Mailed check,25.51,139.81,No
4470-G859,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),100.33,693.74,No
2922-X872,Female,0,No,Yes,18,Yes,No phone service,No,No,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,37.91,693.6,No
8846-H812,Female,0,No,No,56,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),76.22,4274.46,No
4350-M345,Male,1,Yes,Yes,45,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No,One year,No,Mailed check,57.15,2567.79,No
6269-Y389,Female,0,No,No,28,No,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,53.33,1485.75,No
7236-O646,Female,0,Yes,No,50,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),105.73,5288.59,No
6886-J367,Female,0,No,Yes,2,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,One year,No,Credit card (automatic),116.08,243.01,No
6892-Q609,Female,0,No,Yes,68,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,57.11,3891.61,No
8635-D922,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),82.61,1988.29,No
8692-Y959,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),74.17,3558.53,No
6246-G479,Female,0,No,Yes,45,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),25.98,1177.26,No
6126-N146,Female,0,Yes,No,58,Yes,Yes,No,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),22.39,1283.19,No
4625-X249,Female,1,No,No,36,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,95.98,3457.74,No
1265-I666,Female,1,Yes,No,2,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,57.9,115.89,No
7841-J256,Female,0,No,Yes,18,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),49.16,872.64,No
4214-K335,Male,0,Yes,No,49,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),117.3,5744.2,No
7223-S953,Male,1,Yes,No,8,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),26.82,231.48,No
5026-P663,Female,1,No,Yes,58,No,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.29,2632.53,No
6530-I881,Female,0,No,Yes,15,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),104.36,1574.79,No
9005-X757,Male,0,Yes,No,17,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.96,1014.86,No
9037-O272,Female,0,No,Yes,23,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,76.97,1753.51,No
6770-F243,Male,1,No,No,66,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),23.11,1540.27,No
9954-P288,Male,1,No,Yes,70,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,One year,No,Mailed check,110.74,7744.47,No
9882-U160,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),32.01,860.97,No
9584-B959,Male,1,Yes,Yes,37,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),39.69,1455.04,No
2217-V149,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),34.01,1680.41,No
1104-N240,Female,1,No,Yes,64,Yes,Yes,No,No,No,No,No,No,No internet service,One year,Yes,Credit card (automatic),68.25,4371.31,No
4791-C824,Male,0,No,Yes,34,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),100.34,3410.24,No
3474-A323,Female,1,Yes,No,18,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,45.08,817.57,No
9285-O482,Female,0,Yes,Yes,64,No,No,No,No,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),32.55,2079.5,No
1990-T753,Male,0,No,No,44,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.45,2609.75,No
8916-V599,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.91,1975.66,No
1257-A644,Female,1,No,Yes,59,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.36,1129.15,No
7739-A117,Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),68.9,906.41,No
9673-X381,Male,1,Yes,Yes,52,Yes,No phone service,No,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,85.52,4459.72,No
9777-J117,Female,1,No,Yes,60,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,99.33,5942.84,No
9228-W790,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Electronic check,93.24,3915.57,No
